beta,q,shat,electron_temp_gradient,electron_dens_gradient,deuterium_temp_gradient,kappa,delta,beta_prime,IBMgr,isIBMunstable,run_timestamp
0.016608412,3.397805247,0.84690883,2.371748808,0.571962686,2.084639833,1.4389469141623323,0.6479347735611748,-0.09446321822350472,-0.08260234286110935,False,2026-03-26T11:40:09.169572+00:00
0.015355615,4.95593592,0.541184746,0.343295925,0.544543179,1.447170287,2.8538694718339768,0.6681891708144818,-0.0452230171898864,-0.022779560925429813,False,2026-03-26T11:40:09.169572+00:00
0.000719407,4.796135683,0.330806542,1.023891434,0.881891776,1.876562396,1.449347366038139,0.627054070789268,-0.0034207412486686167,-0.013534841521232126,False,2026-03-26T11:40:09.169572+00:00
0.015262883,4.967413663,0.388860208,1.395159931,0.621858406,1.590717065,2.3163485780162443,0.6086168542709218,-0.0656662893668752,-0.036513139194239215,False,2026-03-26T11:40:09.169572+00:00
0.011350078,3.615651031,0.344124563,2.413617588,0.999657673,0.857514721,1.724710120651041,0.48678070670553203,-0.060513150536485864,-0.051990708633001294,False,2026-03-26T11:40:09.169572+00:00
0.012029749,4.034582675,0.64402514,1.415337652,1.051827553,2.438769257,1.563002638846896,0.35960749360543176,-0.07305120389371673,-0.05523921628755403,False,2026-03-26T11:40:09.169572+00:00
0.008124469,4.40416315,0.758670027,0.274122377,1.201482452,1.466478934,2.9864519875946636,0.642104882197592,-0.03437705615585481,-0.021503187959879284,False,2026-03-26T11:40:09.169572+00:00
0.011918583,4.696127892,1.025905542,1.730310862,0.480839681,1.430519879,2.359061706471802,0.6402173292023827,-0.04988359391475243,-0.03216740871654155,False,2026-03-26T11:40:09.169572+00:00
0.006850353,3.674985747,0.870197704,2.004821807,1.047460565,1.359491274,1.5667185995519688,0.4126787121982681,-0.03793988440415369,-0.036428533282052186,False,2026-03-26T11:40:09.169572+00:00
0.017572332,4.723724452,0.492294267,2.186567515,0.630991151,1.1970821,2.4543780449918984,0.7411414544043546,-0.08269092832203055,-0.04177096315086209,False,2026-03-26T11:40:09.169572+00:00
0.015444752,4.234661426,1.079393683,0.817574875,0.896290037,1.392304457,2.5053020876404877,0.7663274038732579,-0.06297932790526457,-0.03807792975246938,False,2026-03-26T11:40:09.169572+00:00
0.002185506,4.730492618,1.017886973,0.514983205,1.210584219,1.920248113,1.7257370133649166,0.765502368610302,-0.010838696410184935,-0.021570702592806815,False,2026-03-26T11:40:09.169572+00:00
0.01719166,3.321324974,0.714728587,1.544274008,1.196630428,2.592104677,2.866329328325227,0.5528736462130239,-0.11439721523504849,-0.037091562406407014,False,2026-03-26T11:40:09.169572+00:00
0.002585848,4.2521756,1.069025399,1.301903452,0.66813599,1.192646988,2.9389702620882807,0.6469720871516569,-0.01006415136453808,-0.027413864984076296,False,2026-03-26T11:40:09.169572+00:00
0.004132618,3.745493856,0.699523998,2.123117094,0.861667645,1.783073215,1.530844992847293,0.4235193290158633,-0.023624088619137413,-0.02361100798533172,False,2026-03-26T11:40:09.169572+00:00
0.006768494,4.550657508,0.470340635,1.247020344,0.855260863,1.595180039,2.4613774360947036,0.5271913896968847,-0.0313604756330391,-0.019409246272778534,False,2026-03-26T11:40:09.169572+00:00
0.009023119,4.627241327,1.166733195,2.295740871,1.049504903,2.526659502,1.4038008108584747,0.6056407036803362,-0.06351380615426931,-0.048335763671269544,False,2026-03-26T11:40:09.169572+00:00
0.011536696,4.937759069,0.648984643,0.888008586,0.988252324,0.994500525,1.4368384330222919,0.6258383449186651,-0.04527246552466835,-0.0405916417512102,False,2026-03-26T11:40:09.169572+00:00
0.005737176,4.6497376,1.076761151,2.480152058,0.89553945,0.871980261,2.54528987173327,0.3263816762861455,-0.029840968134732367,-0.012045393599945518,False,2026-03-26T11:40:09.169572+00:00
0.013512696,4.106381949,1.171574812,1.751414654,0.464345313,0.29733888,2.8904315250935726,0.5820961361088226,-0.04057175087281825,-0.026059099184122723,False,2026-03-26T11:40:09.169572+00:00
0.00263576,4.207811551,0.926586868,1.340150819,0.756487117,2.052258591,1.9919415087994958,0.6700292147653925,-0.013172858404406485,-0.025110532748223537,False,2026-03-26T11:40:09.169572+00:00
0.010678712,3.509345898,0.537793434,0.213907205,0.825658634,1.820892562,1.62806259159323,0.3734096345767855,-0.0402923351977618,-0.03507854958293564,False,2026-03-26T11:40:09.169572+00:00
